material_name,description,unit_price,unit,region,vendor,vat_rate,quality_score,updated_at,source
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,20.03,€/m²,PACA,Castorama,,3,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",41.85,€/m²,Occitanie,Brico,10,2,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",4.42,€/unit,Belgium,Castorama,10,2,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,26.99,€/m²,Occitanie,PointP,20,2,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",2.9,€/kg,PACA,DonizoSim,10,3,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,12.3,€/m²,PACA,Brico Dépôt,20,5,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,8.65,€/liter,Belgium,Castorama,10,2,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",40.54,€/m²,PACA,Leroy Merlin,10,2,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",5.79,€/liter,Île-de-France,Brico Dépôt,10,1,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",2.92,€/kg,Occitanie,Leroy Merlin,10,2,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",2.37,€/kg,PACA,Castorama,20,5,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,23.22,€/m²,Auvergne-Rhône-Alpes,Leroy Merlin,10,3,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
HydroFix Tile Glue White,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,4.13,€/unit,PACA,Castorama,10,3,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,28.46,€/m²,Auvergne-Rhône-Alpes,Brico Dépôt,,4,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,12.25,€/m²,Occitanie,Castorama,20,3,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,21.55,€/unit,Auvergne-Rhône-Alpes,PointP,20,3,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,3.74,€/unit,Auvergne-Rhône-Alpes,Leroy Merlin,10,4,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,8.92,€/unit,Île-de-France,PointP,10,3,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,34.43,€/m²,Belgium,Leroy Merlin,10,4,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",9.49,€/unit,Île-de-France,Castorama,20,5,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,36.31,€/m²,Île-de-France,Castorama,20,2,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",6.63,€/liter,Auvergne-Rhône-Alpes,Brico Dépôt,,5,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,44.32,€/m²,Occitanie,DonizoSim,10,4,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",9.08,€/unit,Auvergne-Rhône-Alpes,DonizoSim,10,4,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",9.39,€/unit,Auvergne-Rhône-Alpes,Castorama,20,1,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",1.57,€/kg,Auvergne-Rhône-Alpes,DonizoSim,20,5,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,15.32,€/unit,Île-de-France,Brico Dépôt,10,2,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,16.79,€/unit,Île-de-France,Castorama,10,3,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,10.87,€/liter,Île-de-France,Brico,20,5,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,6.51,€/liter,Auvergne-Rhône-Alpes,Brico Dépôt,,3,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",1.65,€/kg,Auvergne-Rhône-Alpes,DonizoSim,10,5,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,12.58,€/unit,Occitanie,Brico Dépôt,10,4,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,12.07,€/unit,Auvergne-Rhône-Alpes,Brico Dépôt,,2,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,8.34,€/liter,Île-de-France,Leroy Merlin,,2,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,9.02,€/liter,Occitanie,Leroy Merlin,,3,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",1.66,€/kg,Île-de-France,Brico Dépôt,20,4,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,13.84,€/liter,Île-de-France,Brico Dépôt,,1,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",2.22,€/kg,Occitanie,Leroy Merlin,10,5,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",7.82,€/liter,Île-de-France,Brico Dépôt,,3,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,10.0,€/unit,Auvergne-Rhône-Alpes,PointP,10,5,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,15.64,€/m²,Occitanie,Brico,10,4,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",2.39,€/kg,Auvergne-Rhône-Alpes,Leroy Merlin,20,4,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,1.72,€/kg,Île-de-France,Castorama,10,5,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,3.43,€/kg,Auvergne-Rhône-Alpes,Brico,10,2,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,17.49,€/unit,PACA,Brico Dépôt,20,1,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",3.8,€/unit,Occitanie,Brico,,2,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,6.73,€/liter,Auvergne-Rhône-Alpes,Brico Dépôt,,5,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,6.68,€/unit,PACA,Brico Dépôt,10,3,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,8.78,€/unit,Belgium,DonizoSim,,2,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",15.77,€/unit,PACA,Leroy Merlin,,4,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,3.06,€/kg,Auvergne-Rhône-Alpes,Brico,10,5,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,8.83,€/liter,Occitanie,PointP,10,3,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",9.45,€/unit,Île-de-France,Brico,10,2,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,15.95,€/unit,Île-de-France,DonizoSim,20,3,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,2.08,€/unit,Île-de-France,DonizoSim,10,1,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,2.15,€/kg,Auvergne-Rhône-Alpes,PointP,20,4,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,7.76,€/liter,PACA,Leroy Merlin,10,3,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",2.25,€/kg,Île-de-France,Leroy Merlin,10,5,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,1.84,€/kg,Belgium,DonizoSim,,2,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",3.29,€/kg,Auvergne-Rhône-Alpes,PointP,20,2,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
HydroFix Tile Glue White,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,1.81,€/kg,Occitanie,Castorama,10,3,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,10.77,€/liter,Occitanie,DonizoSim,10,5,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",9.12,€/liter,Île-de-France,PointP,,5,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,10.99,€/liter,Belgium,PointP,10,3,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,6.79,€/liter,PACA,Brico Dépôt,,5,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",12.9,€/unit,Belgium,Brico,20,3,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",7.69,€/liter,PACA,Brico,10,2,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",3.33,€/kg,Auvergne-Rhône-Alpes,DonizoSim,10,2,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,1.87,€/kg,Île-de-France,DonizoSim,10,3,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,2.44,€/kg,Belgium,Brico,,4,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,33.71,€/m²,PACA,Brico,20,1,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
HydroFix Tile Glue White,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,24.53,€/m²,Belgium,Brico,,4,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",17.37,€/unit,Occitanie,PointP,,5,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,12.7,€/m²,Île-de-France,Brico,20,3,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,3.37,€/kg,Auvergne-Rhône-Alpes,Brico,10,4,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",38.25,€/m²,Auvergne-Rhône-Alpes,PointP,10,2,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,6.37,€/liter,Île-de-France,Castorama,20,5,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,2.36,€/kg,Belgium,Brico Dépôt,10,4,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",29.73,€/m²,Occitanie,PointP,,5,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,33.87,€/m²,PACA,Leroy Merlin,20,2,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",1.58,€/kg,Occitanie,Castorama,20,1,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",5.95,€/unit,Belgium,Brico Dépôt,,3,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,3.36,€/kg,PACA,Leroy Merlin,10,4,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
HydroFix Tile Glue White,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,26.72,€/m²,PACA,DonizoSim,,4,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
HydroFix Tile Glue White,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,29.83,€/m²,Belgium,Leroy Merlin,,5,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
HydroFix Tile Glue White,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,13.73,€/unit,Belgium,Brico,,5,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",8.81,€/liter,Belgium,Brico,10,1,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,12.98,€/liter,Belgium,PointP,20,3,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",1.68,€/kg,PACA,PointP,,1,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",18.3,€/unit,PACA,Castorama,,5,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",13.04,€/m²,PACA,PointP,20,3,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",3.17,€/unit,Occitanie,PointP,20,4,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,2.33,€/kg,Occitanie,Castorama,20,2,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
HydroFix Tile Glue White,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,7.96,€/unit,Île-de-France,DonizoSim,10,1,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",23.31,€/unit,PACA,PointP,20,2,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,5.02,€/unit,Île-de-France,Leroy Merlin,10,3,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",2.99,€/unit,PACA,Brico Dépôt,,4,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,26.21,€/m²,PACA,Castorama,,1,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,5.4,€/liter,Belgium,Brico,20,3,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",36.44,€/m²,Belgium,Leroy Merlin,20,2,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,21.92,€/m²,PACA,Brico Dépôt,10,2,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",20.64,€/unit,Belgium,Leroy Merlin,,3,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,6.95,€/liter,Auvergne-Rhône-Alpes,DonizoSim,20,4,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,28.26,€/m²,Belgium,Leroy Merlin,,2,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,35.37,€/m²,Île-de-France,DonizoSim,20,4,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",2.77,€/kg,Occitanie,DonizoSim,20,5,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",2.36,€/kg,Occitanie,Brico,,3,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",34.67,€/m²,Belgium,Leroy Merlin,20,5,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",16.4,€/unit,Auvergne-Rhône-Alpes,Brico,10,3,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,28.24,€/m²,Occitanie,Castorama,20,4,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,21.84,€/unit,Belgium,Leroy Merlin,,2,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",7.41,€/unit,Auvergne-Rhône-Alpes,Brico,,2,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",1.76,€/kg,Auvergne-Rhône-Alpes,Leroy Merlin,,5,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,11.12,€/liter,Auvergne-Rhône-Alpes,Castorama,,5,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,25.59,€/m²,Auvergne-Rhône-Alpes,DonizoSim,,2,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,21.18,€/m²,Occitanie,DonizoSim,,4,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",10.6,€/liter,Occitanie,Brico Dépôt,20,5,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,16.35,€/m²,Île-de-France,Leroy Merlin,,5,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,12.14,€/unit,PACA,DonizoSim,10,5,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",8.41,€/liter,Belgium,PointP,10,1,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",9.26,€/unit,PACA,Castorama,10,2,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,1.76,€/kg,PACA,Leroy Merlin,20,3,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,9.66,€/unit,Occitanie,Brico Dépôt,,1,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,12.28,€/liter,Belgium,Brico,10,1,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
HydroFix Tile Glue White,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,12.67,€/liter,Belgium,PointP,,2,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
HydroFix Tile Glue White,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,39.6,€/m²,Auvergne-Rhône-Alpes,Brico,,1,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,13.06,€/liter,PACA,PointP,,4,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
